import time: self [us] | cumulative | imported package
import time:      6045 |       7971 |                     tensorflow.contrib.image.python.ops.distort_image_ops
import time:      6303 |       6303 |                       tensorflow.contrib.image.ops.gen_image_ops
import time:     17567 |      23869 |                     tensorflow.contrib.image.python.ops.image_ops
import time:      1113 |       1113 |                     tensorflow.contrib.image.python.ops.interpolate_spline
import time:      2739 |       2739 |                       tensorflow.contrib.image.ops.gen_single_image_random_dot_stereograms_ops
import time:     12316 |      15054 |                     tensorflow.contrib.image.python.ops.single_image_random_dot_stereograms
import time:       440 |        440 |                     tensorflow.contrib.image.python.ops.sparse_image_warp
import time:      2905 |      52761 |                   tensorflow.contrib.image
import time:       386 |        386 |                         tensorflow.contrib.integrate.python
import time:       393 |        779 |                       tensorflow.contrib.integrate.python.ops
import time:      4058 |       4836 |                     tensorflow.contrib.integrate.python.ops.odes
import time:       506 |       5342 |                   tensorflow.contrib.integrate
import time:       819 |        819 |                       tensorflow.contrib.keras.api
import time:      1015 |       1015 |                       tensorflow.contrib.keras.api.keras.activations
import time:       493 |        493 |                         tensorflow.contrib.keras.api.keras.applications.inception_v3
import time:       711 |        711 |                         tensorflow.contrib.keras.api.keras.applications.mobilenet
import time:       325 |        325 |                         tensorflow.contrib.keras.api.keras.applications.resnet50
import time:       642 |        642 |                         tensorflow.contrib.keras.api.keras.applications.vgg16
import time:       597 |        597 |                         tensorflow.contrib.keras.api.keras.applications.vgg19
import time:       525 |        525 |                         tensorflow.contrib.keras.api.keras.applications.xception
import time:      1424 |       4713 |                       tensorflow.contrib.keras.api.keras.applications
import time:      1699 |       1699 |                       tensorflow.contrib.keras.api.keras.backend
import time:       858 |        858 |                       tensorflow.contrib.keras.api.keras.callbacks
import time:       358 |        358 |                       tensorflow.contrib.keras.api.keras.constraints
import time:       465 |        465 |                         tensorflow.contrib.keras.api.keras.datasets.boston_housing
import time:       277 |        277 |                         tensorflow.contrib.keras.api.keras.datasets.cifar10
import time:       268 |        268 |                         tensorflow.contrib.keras.api.keras.datasets.cifar100
import time:       260 |        260 |                         tensorflow.contrib.keras.api.keras.datasets.imdb
import time:       251 |        251 |                         tensorflow.contrib.keras.api.keras.datasets.mnist
import time:       308 |        308 |                         tensorflow.contrib.keras.api.keras.datasets.reuters
import time:       539 |       2364 |                       tensorflow.contrib.keras.api.keras.datasets
import time:       309 |        309 |                       tensorflow.contrib.keras.api.keras.initializers
import time:       477 |        477 |                       tensorflow.contrib.keras.api.keras.layers
import time:       442 |        442 |                       tensorflow.contrib.keras.api.keras.losses
import time:       337 |        337 |                       tensorflow.contrib.keras.api.keras.metrics
import time:       273 |        273 |                       tensorflow.contrib.keras.api.keras.models
import time:       321 |        321 |                       tensorflow.contrib.keras.api.keras.optimizers
import time:       513 |        513 |                         tensorflow.contrib.keras.api.keras.preprocessing.image
import time:       277 |        277 |                         tensorflow.contrib.keras.api.keras.preprocessing.sequence
import time:       256 |        256 |                         tensorflow.contrib.keras.api.keras.preprocessing.text
import time:       923 |       1967 |                       tensorflow.contrib.keras.api.keras.preprocessing
import time:       270 |        270 |                       tensorflow.contrib.keras.api.keras.regularizers
import time:       294 |        294 |                       tensorflow.contrib.keras.api.keras.utils
import time:       363 |        363 |                         tensorflow.contrib.keras.api.keras.wrappers.scikit_learn
import time:       287 |        650 |                       tensorflow.contrib.keras.api.keras.wrappers
import time:      1597 |      18755 |                     tensorflow.contrib.keras.api.keras
import time:       100 |        100 |                     tensorflow.contrib.keras.python
import time:       455 |      19308 |                   tensorflow.contrib.keras
import time:       358 |        358 |                       tensorflow.contrib.kernel_methods.python
import time:       251 |        251 |                       tensorflow.contrib.kernel_methods.python.mappers
import time:       513 |        513 |                       tensorflow.contrib.kernel_methods.python.mappers.dense_kernel_mapper
import time:       628 |       1749 |                     tensorflow.contrib.kernel_methods.python.kernel_estimators
import time:      1261 |       1261 |                     tensorflow.contrib.kernel_methods.python.losses
import time:       692 |        692 |                     tensorflow.contrib.kernel_methods.python.mappers.random_fourier_features
import time:      1260 |       4960 |                   tensorflow.contrib.kernel_methods
import time:      1258 |       1258 |                       tensorflow.contrib.labeled_tensor.python
import time:      1202 |       2460 |                     tensorflow.contrib.labeled_tensor.python.ops
import time:      1102 |       1102 |                       tensorflow.contrib.labeled_tensor.python.ops._typecheck
import time:     17054 |      18155 |                     tensorflow.contrib.labeled_tensor.python.ops.core
import time:      1761 |       1761 |                     tensorflow.contrib.labeled_tensor.python.ops.io_ops
import time:       529 |        529 |                             tensorflow.contrib.nn.python
import time:      2176 |       2705 |                           tensorflow.contrib.nn.python.ops
import time:       676 |       3381 |                         tensorflow.contrib.nn.python.ops.alpha_dropout
import time:       297 |        297 |                         tensorflow.contrib.nn.python.ops.cross_entropy
import time:       337 |        337 |                         tensorflow.contrib.nn.python.ops.sampling_ops
import time:       319 |        319 |                         tensorflow.contrib.nn.python.ops.scaled_softplus
import time:       673 |       5004 |                       tensorflow.contrib.nn
import time:      1903 |       6907 |                     tensorflow.contrib.labeled_tensor.python.ops.nn
import time:      7073 |       7073 |                     tensorflow.contrib.labeled_tensor.python.ops.ops
import time:       642 |        642 |                     tensorflow.contrib.labeled_tensor.python.ops.sugar
import time:      1263 |      38258 |                   tensorflow.contrib.labeled_tensor
import time:       496 |        496 |                         tensorflow.contrib.legacy_seq2seq.python
import time:      1106 |       1601 |                       tensorflow.contrib.legacy_seq2seq.python.ops
import time:      2832 |       4432 |                     tensorflow.contrib.legacy_seq2seq.python.ops.seq2seq
import time:      1127 |       5558 |                   tensorflow.contrib.legacy_seq2seq
import time:       423 |        423 |                         tensorflow.contrib.memory_stats.python
import time:       515 |        938 |                       tensorflow.contrib.memory_stats.python.ops
import time:       285 |        285 |                       tensorflow.contrib.memory_stats.ops
import time:      7943 |       7943 |                       tensorflow.contrib.memory_stats.ops.gen_memory_stats_ops
import time:      9147 |      18311 |                     tensorflow.contrib.memory_stats.python.ops.memory_stats_ops
import time:       543 |      18853 |                   tensorflow.contrib.memory_stats
import time:      4540 |       4540 |                       tensorflow.contrib.mixed_precision.python
import time:       960 |       5500 |                     tensorflow.contrib.mixed_precision.python.loss_scale_manager
import time:      1239 |       1239 |                     tensorflow.contrib.mixed_precision.python.loss_scale_optimizer
import time:      1308 |       8045 |                   tensorflow.contrib.mixed_precision
import time:       450 |        450 |                         tensorflow.contrib.model_pruning.python
import time:       442 |        891 |                       tensorflow.contrib.model_pruning.python.layers
import time:       459 |        459 |                       tensorflow.contrib.model_pruning.python.layers.core_layers
import time:       767 |       2115 |                     tensorflow.contrib.model_pruning.python.layers.layers
import time:       769 |        769 |                     tensorflow.contrib.model_pruning.python.layers.rnn_cells
import time:       495 |        495 |                     tensorflow.contrib.model_pruning.python.learning
import time:       656 |        656 |                       tensorflow.contrib.model_pruning.python.pruning_utils
import time:      2424 |       3080 |                     tensorflow.contrib.model_pruning.python.pruning
import time:       842 |        842 |                     tensorflow.contrib.model_pruning.python.strip_pruning_vars_lib
import time:      1155 |       8453 |                   tensorflow.contrib.model_pruning
import time:      1964 |       1964 |                         tensorflow.contrib.periodic_resample.python
import time:      2374 |       4337 |                       tensorflow.contrib.periodic_resample.python.ops
import time:      4373 |       4373 |                       tensorflow.contrib.periodic_resample.python.ops.gen_periodic_resample_op
import time:      8370 |      17079 |                     tensorflow.contrib.periodic_resample.python.ops.periodic_resample_op
import time:      1081 |      18160 |                   tensorflow.contrib.periodic_resample
import time:       346 |        346 |                         tensorflow.contrib.predictor.predictor
import time:       381 |        727 |                       tensorflow.contrib.predictor.contrib_estimator_predictor
import time:       378 |        378 |                       tensorflow.contrib.predictor.core_estimator_predictor
import time:       881 |        881 |                                       tensorflow.contrib.saved_model.python.saved_model.keras_saved_model
import time:      1067 |       1948 |                                     tensorflow.contrib.saved_model.python.saved_model
import time:      2637 |       4585 |                                   tensorflow.contrib.saved_model.python
import time:       163 |       4747 |                                 tensorflow.contrib.saved_model.python.saved_model
import time:       362 |       5108 |                               tensorflow.contrib.saved_model.python.saved_model.keras_saved_model
import time:      1243 |       6351 |                             tensorflow.contrib.saved_model
import time:       114 |       6464 |                           tensorflow.contrib.saved_model.python
import time:        83 |       6547 |                         tensorflow.contrib.saved_model.python.saved_model
import time:       512 |        512 |                         tensorflow.contrib.saved_model.python.saved_model.reader
import time:      1293 |       8351 |                       tensorflow.contrib.predictor.saved_model_predictor
import time:       673 |      10127 |                     tensorflow.contrib.predictor.predictor_factories
import time:       976 |      11103 |                   tensorflow.contrib.predictor
import time:       710 |        710 |                         tensorflow.contrib.proto.python
import time:      1002 |       1712 |                       tensorflow.contrib.proto.python.ops
import time:      1439 |       1439 |                       tensorflow.contrib.proto.python.ops.gen_decode_proto_op
import time:      1851 |       5001 |                     tensorflow.contrib.proto.python.ops.decode_proto_op
import time:      3434 |       3434 |                       tensorflow.contrib.proto.python.ops.gen_encode_proto_op
import time:      1031 |       4464 |                     tensorflow.contrib.proto.python.ops.encode_proto_op
import time:       789 |      10253 |                   tensorflow.contrib.proto
import time:       358 |        358 |                       tensorflow.contrib.quantization.python.array_ops
import time:       364 |        364 |                       tensorflow.contrib.quantization.python.math_ops
import time:       350 |        350 |                       tensorflow.contrib.quantization.python.nn_ops
import time:       542 |       1611 |                     tensorflow.contrib.quantization.python
import time:       448 |       2059 |                   tensorflow.contrib.quantization
import time:       576 |        576 |                       tensorflow.contrib.quantize.python
import time:      1082 |       1082 |                         tensorflow.contrib.quantize.python.common
import time:       470 |        470 |                         tensorflow.contrib.quantize.python.graph_matcher
import time:       294 |        294 |                         tensorflow.contrib.quantize.python.input_to_ops
import time:      2531 |       4376 |                       tensorflow.contrib.quantize.python.fold_batch_norms
import time:       775 |        775 |                         tensorflow.contrib.quantize.python.quant_ops
import time:      1092 |       1866 |                       tensorflow.contrib.quantize.python.quantize
import time:       969 |       7786 |                     tensorflow.contrib.quantize.python.quantize_graph
import time:      1776 |       9562 |                   tensorflow.contrib.quantize
import time:      1673 |       1673 |                       tensorflow.contrib.reduce_slice_ops.python
import time:      1357 |       3030 |                     tensorflow.contrib.reduce_slice_ops.python.ops
import time:       786 |       3815 |                   tensorflow.contrib.reduce_slice_ops
import time:       874 |        874 |                         tensorflow.contrib.resampler.python
import time:      1414 |       2287 |                       tensorflow.contrib.resampler.python.ops
import time:       577 |        577 |                       tensorflow.contrib.resampler.ops
import time:      3458 |       3458 |                       tensorflow.contrib.resampler.ops.gen_resampler_ops
import time:      9968 |      16288 |                     tensorflow.contrib.resampler.python.ops.resampler_ops
import time:       773 |      17061 |                   tensorflow.contrib.resampler
import time:       408 |        408 |                         tensorflow.contrib.rpc.python
import time:       477 |        885 |                       tensorflow.contrib.rpc.python.ops
import time:      6070 |       6070 |                       tensorflow.contrib.rpc.python.ops.gen_rpc_op
import time:      5792 |      12747 |                     tensorflow.contrib.rpc.python.ops.rpc_op
import time:       659 |      13405 |                   tensorflow.contrib.rpc
import time:       485 |        485 |                         tensorflow.contrib.seq2seq.python
import time:       419 |        904 |                       tensorflow.contrib.seq2seq.python.ops
import time:      2427 |       3330 |                     tensorflow.contrib.seq2seq.python.ops.attention_wrapper
import time:       675 |        675 |                       tensorflow.contrib.seq2seq.python.ops.decoder
import time:      1435 |       1435 |                       tensorflow.contrib.seq2seq.python.ops.helper
import time:      1252 |       3361 |                     tensorflow.contrib.seq2seq.python.ops.basic_decoder
import time:       928 |        928 |                         tensorflow.contrib.seq2seq.ops
import time:      7868 |       7868 |                         tensorflow.contrib.seq2seq.ops.gen_beam_search_ops
import time:      7271 |      16065 |                       tensorflow.contrib.seq2seq.python.ops.beam_search_ops
import time:      1684 |      17748 |                     tensorflow.contrib.seq2seq.python.ops.beam_search_decoder
import time:       354 |        354 |                     tensorflow.contrib.seq2seq.python.ops.loss
import time:       864 |      25655 |                   tensorflow.contrib.seq2seq
import time:       359 |        359 |                         tensorflow.contrib.signal.python
import time:       379 |        737 |                       tensorflow.contrib.signal.python.ops
import time:      3149 |       3149 |                           fractions
import time:      1069 |       4218 |                         tensorflow.contrib.signal.python.ops.util_ops
import time:      1139 |       5356 |                       tensorflow.contrib.signal.python.ops.shape_ops
import time:       580 |       6673 |                     tensorflow.contrib.signal.python.ops.mel_ops
import time:       962 |        962 |                     tensorflow.contrib.signal.python.ops.mfcc_ops
import time:       488 |        488 |                     tensorflow.contrib.signal.python.ops.reconstruction_ops
import time:       507 |        507 |                       tensorflow.contrib.signal.python.ops.window_ops
import time:      1876 |       2383 |                     tensorflow.contrib.signal.python.ops.spectral_ops
import time:       579 |      11082 |                   tensorflow.contrib.signal
import time:       358 |        358 |                       tensorflow.contrib.solvers.python
import time:       370 |        727 |                     tensorflow.contrib.solvers.python.ops
import time:       395 |        395 |                       tensorflow.contrib.solvers.python.ops.util
import time:       921 |       1316 |                     tensorflow.contrib.solvers.python.ops.lanczos
import time:       326 |        326 |                     tensorflow.contrib.solvers.python.ops.least_squares
import time:       305 |        305 |                     tensorflow.contrib.solvers.python.ops.linear_equations
import time:       426 |       3098 |                   tensorflow.contrib.solvers
import time:       400 |        400 |                         tensorflow.contrib.sparsemax.python
import time:       375 |        774 |                       tensorflow.contrib.sparsemax.python.ops
import time:       397 |       1171 |                     tensorflow.contrib.sparsemax.python.ops.sparsemax
import time:       264 |        264 |                     tensorflow.contrib.sparsemax.python.ops.sparsemax_loss
import time:       409 |       1842 |                   tensorflow.contrib.sparsemax
import time:       397 |        397 |                   tensorflow.contrib.staging
import time:       391 |        391 |                   tensorflow.contrib.stat_summarizer
import time:      2723 |       2723 |                   tensorflow.contrib.stateless
import time:       462 |        462 |                       tensorflow.contrib.tensor_forest.client.eval_metrics
import time:      1132 |       1132 |                                 tensorflow.contrib.decision_trees.proto
import time:      1118 |       2250 |                               tensorflow.contrib.decision_trees
import time:        94 |       2344 |                             tensorflow.contrib.decision_trees.proto
import time:      1587 |       1587 |                               google.protobuf.wrappers_pb2
import time:      8211 |       9797 |                             tensorflow.contrib.decision_trees.proto.generic_tree_model_pb2
import time:       372 |        372 |                             tensorflow.contrib.tensor_forest.proto
import time:      1663 |       1663 |                             tensorflow.contrib.tensor_forest.proto.tensor_forest_params_pb2
import time:       371 |        371 |                             tensorflow.contrib.tensor_forest.python.ops
import time:      6676 |       6676 |                                 tensorflow.contrib.tensor_forest.python.ops.gen_tensor_forest_ops
import time:     12826 |      19501 |                               tensorflow.contrib.tensor_forest.python.ops.tensor_forest_ops
import time:       830 |      20330 |                             tensorflow.contrib.tensor_forest.python.ops.data_ops
import time:     15434 |      15434 |                               tensorflow.contrib.tensor_forest.python.ops.gen_model_ops
import time:     28114 |      43547 |                             tensorflow.contrib.tensor_forest.python.ops.model_ops
import time:     11757 |      11757 |                               tensorflow.contrib.tensor_forest.python.ops.gen_stats_ops
import time:     22961 |      34717 |                             tensorflow.contrib.tensor_forest.python.ops.stats_ops
import time:      1396 |     114534 |                           tensorflow.contrib.tensor_forest.python.tensor_forest
import time:       342 |     114876 |                         tensorflow.contrib.tensor_forest.python
import time:       726 |     115601 |                       tensorflow.contrib.tensor_forest.client.random_forest
import time:       488 |     116550 |                     tensorflow.contrib.tensor_forest.client
import time:       374 |     116923 |                   tensorflow.contrib.tensor_forest
import time:      3064 |       3064 |                         tensorflow.contrib.tensorboard.plugins.projector.projector_config_pb2
import time:       676 |       3740 |                       tensorflow.contrib.tensorboard.plugins.projector
import time:      1030 |       4769 |                     tensorflow.contrib.tensorboard.plugins
import time:       475 |       5243 |                   tensorflow.contrib.tensorboard
import time:       396 |        396 |                         tensorflow.contrib.testing.python
import time:       386 |        781 |                       tensorflow.contrib.testing.python.framework
import time:       535 |       1316 |                     tensorflow.contrib.testing.python.framework.fake_summary_writer
import time:       912 |        912 |                       glob
import time:       751 |       1662 |                     tensorflow.contrib.testing.python.framework.util_test
import time:       556 |       3533 |                   tensorflow.contrib.testing
import time:       406 |        406 |                       tensorflow.python.profiler.profile_context
import time:       497 |        902 |                     tensorflow.contrib.tfprof.model_analyzer
import time:       664 |        664 |                     tensorflow.contrib.tfprof.tfprof_logger
import time:       580 |       2145 |                   tensorflow.contrib.tfprof
import time:       935 |        935 |                             tensorflow.contrib.timeseries.python.timeseries.feature_keys
import time:       931 |        931 |                             tensorflow.contrib.timeseries.python.timeseries.head
import time:       811 |        811 |                               tensorflow.contrib.timeseries.python.timeseries.model_utils
import time:      2276 |       3086 |                             tensorflow.contrib.timeseries.python.timeseries.input_pipeline
import time:      1301 |       6252 |                           tensorflow.contrib.timeseries.python.timeseries.saved_model_utils
import time:      1819 |       1819 |                               tensorflow.contrib.timeseries.python.timeseries.math_utils
import time:      1212 |       3031 |                             tensorflow.contrib.timeseries.python.timeseries.model
import time:      1256 |       4286 |                           tensorflow.contrib.timeseries.python.timeseries.ar_model
import time:       453 |        453 |                             tensorflow.contrib.timeseries.python.timeseries.state_management
import time:       412 |        412 |                             tensorflow.contrib.timeseries.python.timeseries.state_space_models
import time:       748 |        748 |                               tensorflow.contrib.timeseries.python.timeseries.state_space_models.kalman_filter
import time:      1934 |       2682 |                             tensorflow.contrib.timeseries.python.timeseries.state_space_models.state_space_model
import time:       350 |        350 |                               tensorflow.contrib.timeseries.python.timeseries.state_space_models.level_trend
import time:       426 |        426 |                               tensorflow.contrib.timeseries.python.timeseries.state_space_models.periodic
import time:       378 |        378 |                               tensorflow.contrib.timeseries.python.timeseries.state_space_models.varma
import time:       614 |       1767 |                             tensorflow.contrib.timeseries.python.timeseries.state_space_models.structural_ensemble
import time:       754 |        754 |                             tensorflow.contrib.timeseries.python.timeseries.state_space_models.filtering_postprocessor
import time:      1118 |       7182 |                           tensorflow.contrib.timeseries.python.timeseries.estimators
import time:       933 |      18653 |                         tensorflow.contrib.timeseries.python.timeseries
import time:      1258 |      19911 |                       tensorflow.contrib.timeseries.python
import time:        70 |      19980 |                     tensorflow.contrib.timeseries.python.timeseries
import time:      1206 |      21185 |                   tensorflow.contrib.timeseries
import time:       480 |        480 |                     tensorflow.contrib.eager
import time:       731 |       1211 |                   tensorflow.contrib.eager.python
import time:      2535 |       2535 |                       tensorflow.contrib.eager.python.metrics_impl
import time:      1616 |       4151 |                     tensorflow.contrib.eager.python.metrics
import time:       402 |        402 |                     tensorflow.contrib.eager.python.datasets
import time:      1245 |       1245 |                     tensorflow.contrib.eager.python.network
import time:       455 |        455 |                     tensorflow.contrib.eager.python.remote
import time:       391 |        391 |                     tensorflow.contrib.eager.python.saver
import time:       825 |        825 |                     tensorflow.python.eager.execution_callbacks
import time:      2837 |      10303 |                   tensorflow.contrib.eager.python.tfe
import time:       679 |        679 |                     tensorflow.contrib.lite
import time:       705 |       1384 |                   tensorflow.contrib.lite.python
import time:       221 |        221 |                       tensorflow.contrib.lite.toco
import time:       336 |        336 |                         tensorflow.contrib.lite.toco.types_pb2
import time:      1131 |       1466 |                       tensorflow.contrib.lite.toco.toco_flags_pb2
import time:       517 |       2204 |                     tensorflow.contrib.lite.python.lite_constants
import time:       819 |        819 |                       tensorflow.contrib.lite.toco.model_flags_pb2
import time:      1039 |       1857 |                     tensorflow.contrib.lite.python.convert
import time:       692 |        692 |                     tensorflow.contrib.lite.python.convert_saved_model
import time:       606 |        606 |                     tensorflow.contrib.lite.python.interpreter
import time:      1500 |       1500 |                     tensorflow.contrib.lite.python.op_hint
import time:      1624 |       8480 |                   tensorflow.contrib.lite.python.lite
import time:      1949 |       1949 |                     tensorflow.contrib.optimizer_v2.adadelta
import time:       593 |        593 |                     tensorflow.contrib.optimizer_v2.adagrad
import time:       441 |        441 |                     tensorflow.contrib.optimizer_v2.adam
import time:       370 |        370 |                     tensorflow.contrib.optimizer_v2.gradient_descent
import time:       537 |        537 |                     tensorflow.contrib.optimizer_v2.momentum
import time:       571 |        571 |                     tensorflow.contrib.optimizer_v2.rmsprop
import time:      1208 |       5667 |                   tensorflow.contrib.optimizer_v2.optimizer_v2_symbols
import time:       401 |        401 |                   tensorflow.contrib.receptive_field
import time:       292 |        292 |                         tensorflow.contrib.receptive_field.python
import time:       442 |        733 |                       tensorflow.contrib.receptive_field.python.util
import time:       381 |        381 |                       tensorflow.contrib.receptive_field.python.util.parse_layer_parameters
import time:      1160 |       2273 |                     tensorflow.contrib.receptive_field.python.util.graph_compute_order
import time:      1021 |       1021 |                     tensorflow.contrib.receptive_field.python.util.receptive_field
import time:       585 |       3878 |                   tensorflow.contrib.receptive_field.receptive_field_api
import time:       283 |        283 |                     tensorflow.contrib.recurrent
import time:       387 |        669 |                   tensorflow.contrib.recurrent.python
import time:       233 |        233 |                       tensorflow.contrib.recurrent.python.ops
import time:      1256 |       1256 |                         tensorflow.python.ops.inplace_ops
import time:      3576 |       4831 |                       tensorflow.contrib.recurrent.python.ops.recurrent
import time:      1121 |       6184 |                     tensorflow.contrib.recurrent.python.ops.functional_rnn
import time:       440 |       6624 |                   tensorflow.contrib.recurrent.python.recurrent_api
import time:       730 |        730 |                   tensorflow.contrib.remote_fused_graph
import time:      1015 |       1015 |                         tensorflow.contrib.remote_fused_graph.pylib.python
import time:      1481 |       2496 |                       tensorflow.contrib.remote_fused_graph.pylib.python.ops
import time:      1829 |       1829 |                       tensorflow.contrib.remote_fused_graph.pylib.python.ops.gen_remote_fused_graph_ops
import time:       787 |        787 |                       tensorflow.core.framework.remote_fused_graph_execute_info_pb2
import time:      1730 |       6841 |                     tensorflow.contrib.remote_fused_graph.pylib.python.ops.remote_fused_graph_ops
import time:      1493 |       8333 |                   tensorflow.contrib.remote_fused_graph.pylib
import time:       794 |        794 |                   tensorflow.contrib.specs
import time:       505 |        505 |                     tensorflow.contrib.specs.python.params_ops
import time:      1242 |       1242 |                       tensorflow.contrib.specs.python.specs_lib
import time:       853 |        853 |                       tensorflow.contrib.specs.python.specs_ops
import time:       723 |       2816 |                     tensorflow.contrib.specs.python.specs
import time:      1421 |       1421 |                     tensorflow.contrib.specs.python.summaries
import time:       718 |       5459 |                   tensorflow.contrib.specs.python
import time:       685 |        685 |                   tensorflow.contrib.summary
import time:      4995 |       4995 |                   tensorflow.contrib.summary.summary
import time:      5952 |   10365079 |                 tensorflow.contrib
import time:        58 |   10365137 |               tensorflow.contrib.seq2seq
import time:        48 |   10365184 |             tensorflow.contrib.seq2seq.python
import time:        50 |   10365233 |           tensorflow.contrib.seq2seq.python.ops
import time:       827 |        827 |               Sastrawi
import time:       822 |       1648 |             Sastrawi.Stemmer
import time:       312 |        312 |               Sastrawi.Dictionary
import time:       460 |        772 |             Sastrawi.Dictionary.ArrayDictionary
import time:      2637 |       2637 |                   Sastrawi.Stemmer.Context
import time:       751 |       3387 |                 Sastrawi.Stemmer.Context.Visitor
import time:       301 |        301 |                 Sastrawi.Stemmer.Context.Visitor.DontStemShortWord
import time:       329 |        329 |                     Sastrawi.Stemmer.Context.RemovalInterface
import time:       534 |        862 |                   Sastrawi.Stemmer.Context.Removal
import time:       301 |       1163 |                 Sastrawi.Stemmer.Context.Visitor.RemoveInflectionalParticle
import time:       356 |        356 |                 Sastrawi.Stemmer.Context.Visitor.RemoveDerivationalSuffix
import time:       297 |        297 |                 Sastrawi.Stemmer.Context.Visitor.RemoveInflectionalPossessivePronoun
import time:       517 |        517 |                   Sastrawi.Stemmer.Context.Visitor.AbstractDisambiguatePrefixRule
import time:       432 |        949 |                 Sastrawi.Stemmer.Context.Visitor.PrefixDisambiguator
import time:       498 |        498 |                 Sastrawi.Stemmer.Context.Visitor.RemovePlainPrefix
import time:       420 |        420 |                     Sastrawi.Morphology
import time:      3855 |       4274 |                   Sastrawi.Morphology.Disambiguator
import time:       821 |       5094 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule1
import time:       758 |        758 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule2
import time:      1044 |       1044 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule3
import time:       419 |        419 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule4
import time:       413 |        413 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule5
import time:       420 |        420 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule6
import time:       313 |        313 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule7
import time:       703 |        703 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule8
import time:       948 |        948 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule9
import time:      1694 |       1694 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule10
import time:       432 |        432 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule11
import time:       338 |        338 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule12
import time:       459 |        459 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule13
import time:       288 |        288 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule14
import time:       589 |        589 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule15
import time:      2307 |       2307 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule16
import time:      1797 |       1797 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule17
import time:       547 |        547 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule18
import time:       344 |        344 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule19
import time:       307 |        307 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule20
import time:       305 |        305 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule21
import time:       263 |        263 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule23
import time:       280 |        280 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule24
import time:       280 |        280 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule25
import time:       319 |        319 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule26
import time:       267 |        267 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule27
import time:       279 |        279 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule28
import time:       626 |        626 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule29
import time:       621 |        621 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule30
import time:       333 |        333 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule31
import time:       250 |        250 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule32
import time:       348 |        348 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule34
import time:       385 |        385 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule35
import time:       295 |        295 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule36
import time:       290 |        290 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule37
import time:       294 |        294 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule38
import time:       489 |        489 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule39
import time:       308 |        308 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule40
import time:       268 |        268 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule41
import time:       996 |        996 |                 Sastrawi.Morphology.Disambiguator.DisambiguatorPrefixRule42
import time:      2903 |      36539 |               Sastrawi.Stemmer.Context.Visitor.VisitorProvider
import time:       514 |        514 |               Sastrawi.Stemmer.Filter
import time:       399 |        399 |               Sastrawi.Stemmer.Filter.TextNormalizer
import time:       583 |        583 |                   Sastrawi.Stemmer.ConfixStripping
import time:      1321 |       1904 |                 Sastrawi.Stemmer.ConfixStripping.PrecedenceAdjustmentSpecification
import time:       427 |       2330 |               Sastrawi.Stemmer.Context.Context
